column,dtype,n_rows,n_missing,pct_missing,n_unique,is_key,min,max,mean,example_values
duration_minutes,float64,109,0,0.0,109,False,4.965616666666667,38.67665,12.342264525993883,
total_time_elapsed_ms,int64,109,0,0.0,109,False,297930.0,2320588.0,740482.1834862386,
attention_block_1_time_elapsed,float64,109,0,0.0,109,False,93248.0,1926955.0,381307.15596330276,
attention_block_2_time_elapsed,float64,109,0,0.0,109,False,173496.0,2166102.0,542991.1009174312,
attention_block_3_time_elapsed,float64,109,0,0.0,109,False,278073.0,2297236.0,689063.2660550459,
comp1_some_rt,float64,109,0,0.0,109,False,2288.0,89327.0,16084.80733944954,
comp2_1_time_elapsed,int64,109,0,0.0,109,False,23480.0,857314.0,162780.5504587156,
comp2_2_time_elapsed,int64,109,0,0.0,109,False,25823.0,865518.0,170138.8623853211,
comp3_time_elapsed,int64,109,0,0.0,109,False,31599.0,878608.0,187065.99082568806,
inf_role_comp_time_elapsed,int64,109,0,0.0,109,False,81213.0,1984273.0,424880.56880733947,
persp_role_comp_time_elapsed,float64,109,0,0.0,109,False,44529.0,1770680.0,429557.68807339447,
persm_role_comp_time_elapsed,float64,109,0,0.0,109,False,42840.0,2210770.0,429863.752293578,
inf_r1_time_elapsed,int64,109,0,0.0,109,False,98933.0,2032026.0,454126.0917431193,
inf_r2_time_elapsed,int64,109,0,0.0,109,False,106576.0,2038679.0,468085.88073394494,
inf_r2_rt_approx,int64,109,0,0.0,109,False,4768.0,86160.0,13959.788990825688,
inf_r3_time_elapsed,float64,109,0,0.0,109,False,114560.0,2048315.0,480743.8990825688,
inf_r4_time_elapsed,float64,109,0,0.0,109,False,119075.0,2062917.0,491905.9449541284,
inf_r5_time_elapsed,float64,109,0,0.0,109,False,123478.0,2084323.0,501145.6422018349,
inf_r5_rt_approx,float64,109,0,0.0,109,False,3174.0,30540.0,9239.697247706423,
inf_r6_time_elapsed,float64,109,0,0.0,109,False,127282.0,2103651.0,513345.6788990826,
inf_r6_rt_approx,float64,109,0,0.0,109,False,3804.0,38287.0,12200.036697247706,
inf_r7_time_elapsed,float64,109,0,0.0,109,False,147084.0,2169685.0,528038.6697247706,
inf_r8_time_elapsed,float64,109,0,0.0,109,False,156478.0,2176010.0,539566.0550458715,
inf_r8_rt_approx,float64,109,0,0.0,109,False,4232.0,52813.0,11527.385321100917,
inf_r9_time_elapsed,float64,109,0,0.0,109,False,161372.0,2191475.0,553408.5137614679,
inf_r10_time_elapsed,float64,109,0,0.0,109,False,166176.0,2197192.0,563856.1376146789,
inf_r10_rt_approx,float64,109,0,0.0,109,False,4116.0,31620.0,10447.62385321101,
persp_r1_time_elapsed,float64,109,0,0.0,109,False,72409.0,1814013.0,461124.1651376147,
persp_r2_time_elapsed,float64,109,0,0.0,109,False,86401.0,1831869.0,474725.4770642202,
persp_r3_time_elapsed,float64,109,0,0.0,109,False,99465.0,1862327.0,486650.77981651376,
persp_r3_rt_approx,float64,109,0,0.0,109,False,4656.0,65469.0,11925.302752293577,
persp_r4_time_elapsed,float64,109,0,0.0,109,False,107209.0,1870099.0,497230.81651376147,
persp_r5_time_elapsed,float64,109,0,0.0,109,False,121832.0,1886141.0,507602.38532110094,
persp_r6_time_elapsed,float64,109,0,0.0,109,False,130809.0,1900126.0,520936.2293577982,
persp_r7_time_elapsed,float64,109,0,0.0,109,False,163736.0,1907379.0,532855.9082568807,
persp_r7_rt_approx,float64,109,0,0.0,109,False,3907.0,60956.0,11919.678899082568,
persp_r8_time_elapsed,float64,109,0,0.0,109,False,181592.0,1914735.0,544229.5137614679,
persp_r8_rt_approx,float64,109,0,0.0,109,False,4133.0,29109.0,11373.605504587156,
persp_r9_time_elapsed,float64,109,0,0.0,109,False,187329.0,1956069.0,557216.6146788991,
persp_r9_rt_approx,float64,109,0,0.0,109,False,3711.0,41334.0,12987.100917431193,
persp_r10_time_elapsed,float64,109,0,0.0,109,False,193512.0,1965057.0,568755.4403669725,
persp_r10_rt_approx,float64,109,0,0.0,109,False,3899.0,58938.0,11538.825688073395,
persm_r1_time_elapsed,float64,109,0,0.0,109,False,60328.0,2230074.0,464148.45871559635,
persm_r2_time_elapsed,float64,109,0,0.0,109,False,68808.0,2237503.0,478119.9816513761,
persm_r2_rt_approx,float64,109,0,0.0,109,False,4772.0,40111.0,13971.522935779816,
persm_r3_time_elapsed,float64,109,0,0.0,109,False,73160.0,2244699.0,490489.4495412844,
persm_r3_rt_approx,float64,109,0,0.0,109,False,3833.0,29386.0,12369.467889908257,
persm_r4_time_elapsed,float64,109,0,0.0,109,False,79568.0,2253288.0,501707.11926605506,
persm_r4_rt_approx,float64,109,0,0.0,109,False,3745.0,31829.0,11217.669724770642,
persm_r5_time_elapsed,float64,109,0,0.0,109,False,83376.0,2259069.0,512415.7706422018,
persm_r5_rt_approx,float64,109,0,0.0,109,False,3808.0,39381.0,10708.651376146789,
persm_r6_time_elapsed,float64,109,0,0.0,109,False,86984.0,2264443.0,525745.6972477065,
persm_r6_rt_approx,float64,109,0,0.0,109,False,3608.0,44201.0,13329.926605504586,
persm_r7_time_elapsed,float64,109,0,0.0,109,False,90416.0,2272103.0,538375.2018348624,
persm_r7_rt_approx,float64,109,0,0.0,109,False,3432.0,50003.0,12629.504587155963,
persm_r8_time_elapsed,float64,109,0,0.0,109,False,94520.0,2280683.0,552200.2752293578,
persm_r8_rt_approx,float64,109,0,0.0,109,False,3895.0,54018.0,13825.073394495414,
persm_r9_time_elapsed,float64,109,0,0.0,109,False,97568.0,2289200.0,563401.1559633027,
persm_r9_rt_approx,float64,109,0,0.0,109,False,3048.0,50848.0,11200.880733944954,
persm_r10_time_elapsed,float64,109,0,0.0,109,False,100824.0,2301297.0,574570.7247706422,
persm_r10_rt_approx,float64,109,0,0.0,109,False,3256.0,35497.0,11169.56880733945,
